year	CODIGO	MUNICIPIO	pct_pob_pobre	exten_km2	pob_rural	pob_urb	pob_tot	part_urb	part_rural	densi	pob_mas	pob_com_May18	pob_fem	pob_est_INE	pob_com_May6	pob_com_May10	pea	pea_sec_prima	pea_sec_secun	pea_sec_ter	hog_sit_pobre	hog_sit_pobre2	muj_jefa_hogar	muj_jefa_hogar_pobre	muj_jefa_hogar_pobre2	totemp	totPYM	TotMicro	TotalGrande	part_PYM	part_Micro
2011	10303	PURRANQUE	19.9	1459	8148	12501	20649	60.54046201	39.45953799	14.15284441	10337	15179	10312	20649	18926	17760	7061	2129	679	3187	3754	5591	3349	2127	2824	1175	221	786	10	18.80851064	66.89361702
2011	10304	PUYEHUE	6.4	1598	8567	2714	11281	24.05815087	75.94184913	7.059449312	5940	8407	5341	11281	10368	9771	4081	1443	171	1996	1274	2291	776	406	604	691	150	456	4	21.70767004	65.99131693
2011	10305	RÍO NEGRO	15.2	1266	8456	4618	13074	35.32201316	64.67798684	10.32701422	6611	9718	6463	13074	12042	11321	4888	1892	280	1945	2835	3813	1602	1174	1442	875	178	559	2	20.34285714	63.88571429
2011	10306	SAN JUAN DE LA COSTA	16	1517	6854	925	7779	11.89098856	88.10901144	5.127883982	4164	5848	3615	7779	7162	6728	2613	1356	125	871	2141	2366	607	512	572	179	11	138	0	6.145251397	77.09497207
2011	10307	SAN PABLO	13.7	637	5818	3062	8880	34.48198198	65.51801802	13.94034537	4506	6579	4374	8880	8162	7659	3135	1410	127	1221	2471	3184	1328	995	1214	495	118	302	3	23.83838384	61.01010101
2011	10401	CHAITÉN	21.15	8471	2783	4270	7053	60.5416135	39.4583865	0.832605359	3855	5009	3198	7053	6423	5997	2582	749	82	1522	659	942	315	175	264	227	30	170	0	13.21585903	74.88986784
2011	10402	FUTALEUFÚ	8.1	1280	805	1013	1818	55.72057206	44.27942794	1.4203125	935	1342	883	1818	1654	1542	744	249	34	401	293	468	215	117	171	219	15	180	0	6.849315068	82.19178082
2011	10403	HUALAIHUÉ	12	2788	3469	4931	8400	58.70238095	41.29761905	3.012912482	4379	5988	4021	8400	7568	7033	2643	959	191	1239	1576	2236	716	470	600	166	6	145	0	3.614457831	87.34939759
2011	10404	PALENA	2.8	2764	1645	0	1645	0	100	0.595151954	895	1200	750	1645	1485	1379	623	147	19	399	191	348	183	81	135	116	12	91	0	10.34482759	78.44827586
2011	11101	COIHAIQUE	15.3	0	4742	53883	58625	91.91130064	8.08869936	0	29822	40534	28803	58625	52914	49031	21115	2222	1041	15707	6883	10292	7417	4095	5610	4038	655	2922	18	16.22090144	72.36255572
2011	11102	LAGO VERDE	15.73	0	944	0	944	0	100	0	587	752	357	944	872	829	540	163	10	333	133	216	104	62	80	57	5	45	0	8.771929825	78.94736842
2011	11201	AISÉN	17.7	0	2344	24486	26830	91.263511	8.736489005	0	14183	19033	12647	26830	24181	22517	9371	2615	812	5306	2716	4201	2815	1530	2115	1477	244	1089	6	16.51997292	73.73053487
2011	11202	CISNES	6.4	0	2814	3338	6152	54.25877763	45.74122237	0	3672	4502	2480	6152	5569	5211	2847	1077	153	1468	573	955	485	239	344	490	66	365	0	13.46938776	74.48979592
2011	11203	GUAITECAS	18.42	0	39	1812	1851	97.89303079	2.106969206	0	1189	1373	662	1851	1680	1573	684	277	38	286	170	282	74	41	64	68	9	55	0	13.23529412	80.88235294
2011	11301	COCHRANE	14.5	0	533	2247	2780	80.82733813	19.17266187	0	1458	1909	1322	2780	2483	2290	1144	325	34	662	463	666	395	244	316	221	21	182	2	9.502262443	82.35294118
2011	11302	O´HIGGINS	15.73	0	680	0	680	0	100	0	381	480	299	680	597	550	250	54	7	170	52	85	48	21	33	31	3	26	0	9.677419355	83.87096774
2011	11303	TORTEL	21.98	0	634	0	634	0	100	0	392	464	242	634	571	541	241	33	5	166	70	104	29	14	16	61	4	52	0	6.557377049	85.24590164
2011	11401	CHILE CHICO	10.2	0	1464	3805	5269	72.21484153	27.78515847	0	2815	3718	2454	5269	4763	4422	1670	461	60	948	672	1012	525	308	422	349	39	276	1	11.1747851	79.08309456
2011	11402	RÍO IBÁÑEZ	8.3	0	2100	0	2100	0	100	0	1174	1632	926	2100	1937	1827	964	334	45	484	400	598	261	159	208	239	13	212	0	5.439330544	88.70292887
2011	12101	PUNTA ARENAS	8.6	17846	2977	122220	125197	97.6221475	2.377852504	7.015409616	63506	92572	61691	125197	114819	107862	50269	4139	3823	37405	6618	12123	12544	4484	7508	8477	1625	5652	95	19.16951752	66.67453108
2011	12102	LAGUNA BLANCA	16.76	3696	633	0	633	0	100	0.171266234	491	464	142	633	588	560	318	167	3	136	6	10	4	1	1	19	6	12	0	31.57894737	63.15789474
2011	12103	RÍO VERDE	19.84	17248	373	0	373	0	100	0.021625696	293	356	80	373	368	367	313	213	13	76	11	15	1	1	1	12	6	2	0	50	16.66666667
2011	12104	SAN GREGORIO	2.2	6884	728	0	728	0	100	0.105752469	555	659	173	728	702	686	862	314	78	452	15	26	22	3	7	36	11	18	1	30.55555556	50
2011	12201	CABO DE HORNOS	4.4	21551	460	2337	2797	83.55380765	16.44619235	0.129785161	1749	1921	1048	2797	2458	2254	1224	373	62	738	75	132	83	35	60	109	15	81	2	13.76146789	74.31192661
2011	12301	PORVENIR	8	9707	723	4917	5640	87.18085106	12.81914894	0.581024003	3468	4263	2172	5640	5243	4983	2974	603	345	1917	578	984	781	355	537	1597	241	1202	6	15.09079524	75.26612398
2011	12302	PRIMAVERA	0.9	6530	583	0	583	0	100	0.089280245	409	492	174	583	547	528	709	220	67	408	17	37	17	7	10	595	102	431	7	17.14285714	72.43697479
2011	12303	TIMAUKEL	20.33	10759	816	0	816	0	100	0.07584348	801	807	15	816	816	816	357	235	49	71	6	12	6	1	5	22	5	13	0	22.72727273	59.09090909
2011	12401	NATALES	13.7	49924	2617	18562	21179	87.64342037	12.35657963	0.424224822	11495	15692	9684	21179	19418	18225	7587	1516	393	4889	2158	3626	2604	1238	1824	38	10	26	0	26.31578947	68.42105263
2011	12402	TORRES DEL PAINE	14.01	6630	1119	0	1119	0	100	0.168778281	819	969	300	1119	1059	1021	555	163	4	379	4	13	15	2	5	27	12	12	0	44.44444444	44.44444444
2011	13101	SANTIAGO	7.8	22	0	163952	163952	100	0	7452.363636	83312	133787	80640	163952	153730	147224	100143	914	9526	79030	14934	22924	25837	11292	16540	53353	15012	27941	1200	28.13712444	52.37006354
2011	13102	CERRILLOS	8.5	21	0	66160	66160	100	0	3150.47619	32450	48800	33710	66160	60478	56754	29702	418	4643	20374	6458	10942	9611	4508	6527	3503	812	2196	119	23.18013132	62.68912361
2011	13103	CERRO NAVIA	18.2	11	0	133943	133943	100	0	12176.63636	64849	96550	69094	133943	121225	113026	59882	698	9092	40886	23063	33811	24205	15019	20001	4101	494	3279	12	12.04584248	79.95610827
2011	13104	CONCHALÍ	11.6	11	0	107246	107246	100	0	9749.636364	52418	82280	54828	107246	99012	93726	55966	581	7564	40412	11188	18969	15630	7380	10828	5204	938	3567	99	18.02459646	68.54342813
2011	13105	EL BOSQUE	13.8	14	0	168302	168302	100	0	12021.57143	83132	124344	85170	168302	153779	144539	69735	712	10469	48169	17433	27453	19417	11391	15370	5425	796	4106	16	14.67281106	75.68663594
2011	13106	ESTACIÓN CENTRAL	9.6	14	0	111702	111702	100	0	7978.714286	56741	86576	54961	111702	103459	98230	55427	676	6587	40952	12242	19104	16486	8535	12111	6691	1477	4359	112	22.07442834	65.14721267
2011	13107	HUECHURABA	16.9	45	0	85761	85761	100	0	1905.8	41728	60094	44033	85761	76991	71290	32111	521	4064	23245	5201	10247	7181	3023	4901	4909	1207	2508	334	24.58749236	51.089835
2011	13108	INDEPENDENCIA	8.6	7	0	51277	51277	100	0	7325.285714	24086	40844	27191	51277	47890	45695	28092	286	3448	21116	6750	10770	10586	4886	7270	4797	1282	2856	56	26.72503648	59.53721076
2011	13109	LA CISTERNA	12.3	10	0	71443	71443	100	0	7144.3	34096	55125	37347	71443	66288	62815	35040	315	4540	25650	7238	11272	9579	4990	6988	5845	1352	3768	43	23.13088109	64.465355
2011	13110	LA FLORIDA	9.7	71	0	398355	398355	100	0	5610.633803	199112	306729	199243	398355	368085	348485	159690	1804	18397	119352	24745	40418	38986	18940	26586	14949	2319	10641	72	15.51274333	71.18201886
2011	13111	LA GRANJA	23.2	10	0	123403	123403	100	0	12340.3	59873	91149	63530	123403	112756	105921	54448	378	8620	37401	15175	23111	17530	9899	13521	3958	646	2916	20	16.32137443	73.67357251
2011	13112	LA PINTANA	27.7	31	0	202569	202569	100	0	6534.483871	101455	141936	101114	202569	182085	169038	76111	1185	11410	51339	24846	37630	23626	14787	19559	4289	655	3285	13	15.27162509	76.59128002
2011	13113	LA REINA	2.5	23	0	95516	95516	100	0	4152.869565	44460	72651	51056	95516	88635	83792	42939	694	3122	35295	2356	4208	4418	1676	2574	6031	1239	3567	43	20.54385674	59.14442049
2011	13114	LAS CONDES	1.3	99	0	288115	288115	100	0	2910.252525	129962	226508	158153	288115	268819	255672	117645	2261	8310	98330	3091	6152	12823	2265	4138	44912	12939	18891	2218	28.80967225	42.06225508
2011	13115	LO BARNECHEA	4.8	1024	0	109638	109638	100	0	107.0683594	48295	76954	61343	109638	98947	91929	33928	1515	1935	28300	2646	4770	4089	1640	2571	7407	2035	3578	135	27.47401107	48.30565681
2011	13116	LO ESPEJO	16.5	7	0	99082	99082	100	0	14154.57143	48789	72468	50293	99082	90234	84643	43097	406	7205	28302	12758	19199	13198	8051	10636	2874	397	2256	10	13.81350035	78.49686848
2011	13117	LO PRADO	13.1	7	0	91703	91703	100	0	13100.42857	44560	68756	47143	91703	84100	79174	45274	376	5978	32330	13660	20483	17373	9546	13202	3174	375	2461	2	11.8147448	77.53623188
2011	13118	MACUL	13.1	13	0	97614	97614	100	0	7508.769231	46559	76620	51055	97614	90763	86342	49472	516	5689	37115	8984	14111	12464	5909	8533	5283	1125	3260	134	21.29471891	61.70736324
2011	13119	MAIPÚ	6.4	133	0	847004	847004	100	0	6368.451128	413556	612322	433448	847004	769865	719204	197604	2635	27993	144514	30395	51407	46633	21587	31042	18743	2833	13598	111	15.11497626	72.54975191
2011	13120	ÑUÑOA	2.8	17	0	145116	145116	100	0	8536.235294	65645	118344	79471	145116	136648	131019	74148	746	6315	59651	5760	10030	12609	4195	6865	14313	3328	8272	207	23.25158946	57.7936142
2011	13121	PEDRO AGUIRRE CERDA	12.8	10	0	92738	92738	100	0	9273.8	45036	71811	47702	92738	86015	81672	46865	343	6701	32720	12660	19685	14875	7830	10877	1893	335	1366	12	17.6967776	72.16059165
2011	13122	PEÑALOLÉN	10.8	54	0	248405	248405	100	0	4600.092593	121728	179481	126677	248405	225459	210711	94610	1546	9933	71123	23971	36212	27430	16175	21864	8426	1222	6014	41	14.50272965	71.37431759
2011	13123	PROVIDENCIA	0.2	14	0	126643	126643	100	0	9045.928571	58911	104729	67732	126643	119406	114816	59633	868	3993	49998	1766	2960	4579	1277	2083	40011	12161	18130	1165	30.39414161	45.31253905
2011	13124	PUDAHUEL	16.1	197	0	268551	268551	100	0	1363.203046	131886	193134	136665	268551	243531	227442	83108	1287	10729	60136	27245	40548	33611	19813	26862	7567	1299	5293	216	17.16664464	69.94846042
2011	13125	QUILICURA	16.8	58	0	213564	213564	100	0	3682.137931	105373	142814	108191	213564	189511	173826	53839	747	9916	37017	19251	28560	20860	12768	16581	7462	1613	4536	411	21.61618869	60.7879925
2011	13126	QUINTA NORMAL	7.5	12	0	86952	86952	100	0	7246	42651	67232	44301	86952	80453	76314	43993	329	7124	30926	17466	23275	20141	12711	16412	906	148	637	0	16.33554084	70.30905077
2011	13127	RECOLETA	10.9	16	0	124700	124700	100	0	7793.75	61288	94620	63412	124700	114766	108425	63003	576	9039	45235	14109	22117	17156	9236	12773	11097	3038	6622	153	27.3767685	59.67378571
2011	13128	RENCA	18.8	24	0	130753	130753	100	0	5448.041667	64639	94242	66114	130753	118488	110564	56711	676	9957	36893	19182	29039	23304	13797	18522	4559	777	3199	110	17.04321123	70.16889669
2011	13129	SAN JOAQUÍN	13.1	10	0	77274	77274	100	0	7727.4	37449	61079	39825	77274	71901	68580	40386	328	6677	27878	17430	23474	18616	11771	15250	4833	1027	3113	75	21.24974136	64.41133871
2011	13130	SAN MIGUEL	5.1	10	0	71005	71005	100	0	7100.5	34543	55687	36462	71005	66177	62877	32816	256	4618	24018	6540	10111	9572	4706	6761	6817	1768	3913	88	25.93516209	57.40061611
2011	13131	SAN RAMÓN	23	7	0	84027	84027	100	0	12003.85714	41075	61242	42952	84027	76370	71488	38724	374	6156	26514	12920	20268	14019	8397	11439	3031	407	2371	2	13.42791158	78.22500825
2011	13132	VITACURA	1.5	28	0	79618	79618	100	0	2843.5	34394	61876	45224	79618	74225	70407	39217	902	2917	33081	777	1263	1586	589	898	13218	3816	5832	352	28.8697231	44.12165229
2011	13201	PUENTE ALTO	13.2	88	0	735415	735415	100	0	8356.988636	360529	522656	374886	735415	664464	619248	199993	2693	28442	144294	52554	73963	53814	34072	43493	17211	2139	13230	30	12.42809831	76.86944396
2011	13202	PIRQUE	11.7	445	3426	20145	23571	85.46519028	14.53480972	52.96853933	11738	16806	11833	23571	21353	19864	6638	1426	681	3930	1516	2776	1348	685	999	1108	209	704	11	18.86281588	63.53790614
2011	13203	SAN JOSÉ DE MAIPO	11.1	4995	5738	8707	14445	60.27691243	39.72308757	2.891891892	7662	10902	6783	14445	13340	12613	5657	569	356	4069	1271	2053	1578	818	1135	782	107	572	1	13.68286445	73.14578005
2011	13301	COLINA	12.1	971	19909	93495	113404	82.44418186	17.55581814	116.7909372	59205	77805	54199	113404	101337	93687	30529	4507	3485	18844	14704	19521	10507	7902	9483	4183	894	2483	130	21.37222089	59.3593115
2011	13302	LAMPA	16.1	452	21594	43232	64826	66.68929133	33.31070867	143.420354	33215	43417	31611	64826	57364	52677	15475	2698	2467	8400	7172	10599	5607	3787	4798	3580	894	2042	154	24.97206704	57.03910615
2011	13303	TILTIL	10	653	7654	8703	16357	53.20657822	46.79342178	25.04900459	8353	11314	8004	16357	14643	13533	5368	1075	921	2735	2985	3792	2021	1491	1811	706	135	500	1	19.12181303	70.82152975
2011	13401	SAN BERNARDO	15.5	155	3961	307045	311006	98.72639113	1.273608869	2006.490323	152839	215897	158167	311006	279398	258683	98727	3269	15322	66424	33443	48167	35711	22077	28952	11118	2216	7402	202	19.93164238	66.57672243
2011	13402	BUIN	10.7	214	9396	64342	73738	87.25758768	12.74241232	344.5700935	36465	52978	37273	73738	66749	62179	25714	5193	3505	14349	8730	13486	9029	5380	7228	4001	778	2700	36	19.44513872	67.48312922
2011	13403	CALERA DE TANGO	11.2	73	7725	19256	26981	71.36874097	28.63125903	369.6027397	13409	19290	13572	26981	24530	22903	7499	1394	877	4492	1319	2443	1827	747	1216	1260	274	779	11	21.74603175	61.82539683
2011	13404	PAINE	13.7	678	23079	42291	65370	64.69481413	35.30518587	96.4159292	32922	45508	32448	65370	58697	54339	19532	5843	1832	9535	9844	13269	8007	5594	6993	4219	827	2923	18	19.60180137	69.28182034
2011	13501	MELIPILLA	9.2	1345	51363	55845	107208	52.09032908	47.90967092	79.70855019	53702	76375	53506	107208	97115	90375	35802	8122	3663	19436	14128	21867	12063	7314	9762	6735	1153	4677	41	17.11952487	69.44320713
2011	13502	ALHUÉ	8.6	845	1419	3229	4648	69.4707401	30.5292599	5.500591716	2424	3421	2224	4648	4244	3988	1624	815	54	554	480	884	459	208	319	271	56	173	1	20.66420664	63.83763838
2011	13503	CURACAVÍ	13.8	693	13422	16362	29784	54.93553586	45.06446414	42.97835498	14951	21546	14833	29784	27022	25233	9450	1899	748	5387	3989	5898	3172	2060	2694	1516	213	1123	3	14.05013193	74.07651715
2011	13504	MARÍA PINTO	6.1	395	10464	1287	11751	10.95225938	89.04774062	29.74936709	5765	8532	5986	11751	10657	9948	3704	1473	156	1473	1308	2344	918	470	730	638	98	431	3	15.36050157	67.55485893
2011	13505	SAN PEDRO	7	788	8051	0	8051	0	100	10.21700508	4394	5786	3657	8051	7299	6792	2381	1123	141	792	1152	1788	557	318	453	615	78	466	0	12.68292683	75.77235772
2011	13601	TALAGANTE	13.2	126	16875	60715	77590	78.25106328	21.74893672	615.7936508	38012	53668	39578	77590	69863	64647	23113	2301	3436	14217	8044	12563	10504	5892	8380	3136	553	2125	18	17.63392857	67.76147959
2011	13602	EL MONTE	17.7	118	5844	25424	31268	81.30996546	18.69003454	264.9830508	15755	21732	15513	31268	28146	26026	9721	2358	1229	4711	3251	5472	3236	1732	2485	1252	167	901	5	13.33865815	71.96485623
2011	13603	ISLA DE MAIPO	15.9	189	9097	22681	31778	71.37327711	28.62672289	168.1375661	15852	22683	15926	31778	28773	26760	10147	2551	1361	5039	3522	5677	2390	1398	1975	1419	247	983	11	17.40662438	69.27413672
2011	13604	PADRE HURTADO	17.1	81	7763	42179	49942	84.45596892	15.54403108	616.5679012	25172	35075	24770	49942	45078	41770	15297	990	2948	9437	5542	8833	5269	3069	4182	3401	603	2294	30	17.73007939	67.45074978
2011	13605	PEÑAFLOR	9.3	69	4843	81486	86329	94.39006591	5.609934089	1251.144928	42171	60392	44158	86329	77858	72128	26730	1400	5722	16157	5844	10229	7464	3306	5004	3219	520	2282	14	16.15408512	70.89158124
2011	14101	VALDIVIA	20.2	1016	18948	142777	161725	88.28381512	11.71618488	159.1781496	79197	119480	82528	161725	148773	140215	51310	2848	5019	36185	18629	28121	20602	11624	15826	8507	1448	5960	50	17.0212766	70.05995063
2011	14102	CORRAL	19.9	767	1924	3050	4974	61.31885806	38.68114194	6.485006519	2562	3780	2412	4974	4599	4344	1614	465	120	803	1053	1495	506	318	425	215	17	162	1	7.906976744	75.34883721
2011	14103	LANCO	20.5	532	5666	10918	16584	65.83453932	34.16546068	31.17293233	8066	11616	8518	16584	15083	14005	4660	948	542	2404	3272	4535	2605	1750	2223	953	115	745	4	12.06715635	78.17418678
2011	14104	LOS LAGOS	17.1	1791	12689	9055	21744	41.64367182	58.35632818	12.14070352	11062	15106	10682	21744	19588	18146	6516	1848	775	2864	2400	3921	1601	874	1259	862	114	636	1	13.225058	73.78190255
2011	14105	MÁFIL	18	583	3274	3682	6956	52.93271995	47.06728005	11.93138937	3620	5114	3336	6956	6391	6015	2305	816	124	962	1186	1748	810	502	677	363	61	259	0	16.80440771	71.34986226
2011	14106	MARIQUINA	16.7	1321	7427	11001	18428	59.69719991	40.30280009	13.95003785	9270	12626	9158	18428	16531	15235	5797	1988	468	2513	3620	4850	1717	1198	1482	916	129	661	3	14.08296943	72.16157205
2011	14107	PAILLACO	20.5	896	10209	9684	19893	48.68044036	51.31955964	22.20200893	9942	14517	9951	19893	18191	17050	6421	1765	609	3116	4080	5444	2357	1677	2074	1107	149	823	9	13.45980126	74.34507678
2011	14108	PANGUIPULLI	24.6	3292	14381	20722	35103	59.03199157	40.96800843	10.66312272	17736	25767	17367	35103	32376	30510	10313	2564	881	5127	5933	8007	3032	1955	2578	1763	233	1354	9	13.21610891	76.80090754
2011	14201	LA UNIÓN	19.7	2137	16148	22602	38750	58.32774194	41.67225806	18.13289658	20010	28615	18740	38750	35635	33515	13547	2715	1626	6976	5044	7813	4001	2286	3155	2259	345	1609	5	15.27224436	71.22620629
2011	14202	FUTRONO	25.3	2121	3766	12035	15801	76.16606544	23.83393456	7.449787836	7935	10698	7866	15801	14114	12969	4639	1316	384	2236	2350	3404	1051	666	884	699	80	538	1	11.44492132	76.96709585
2011	14203	LAGO RANCO	20.5	1763	6235	3227	9462	34.10484041	65.89515959	5.366988088	4908	6830	4554	9462	8609	8021	2667	912	99	1157	1813	2403	750	489	634	412	40	327	2	9.708737864	79.36893204
2011	14204	RÍO BUENO	20.6	2212	18882	12405	31287	39.64905552	60.35094448	14.14421338	15495	22962	15792	31287	28642	26826	10604	4043	616	4537	4832	7202	3534	2118	2877	1921	333	1361	2	17.3347215	70.8485164
2011	15101	ARICA	12.7	4799	14797	164208	179005	91.73375045	8.266249546	37.30047927	85929	127982	93076	179005	163098	152225	69153	5327	4717	46775	29740	40400	28130	19639	24166	13710	1760	10694	46	12.837345	78.00145879
2011	15102	CAMARONES	7.6	3927	1686	0	1686	0	100	0.429335371	959	1276	727	1686	1552	1466	609	235	16	309	261	329	170	127	148	71	0	62	0	0	87.32394366
2011	15201	PUTRE	29.7	5903	396	875	1271	68.84343037	31.15656963	0.215314247	806	1073	465	1271	1211	1175	812	200	10	509	337	450	245	167	221	112	9	91	0	8.035714286	81.25
2011	15202	GENERAL LAGOS	20.5	2244	1228	0	1228	0	100	0.547237077	898	1024	330	1228	1166	1126	381	95	3	241	186	211	76	70	73	13	0	11	0	0	84.61538462
